Name,ID,number of warnings,Reason,Date (YYYY-MM-DD),Expiry - 60 / ∞ / ∅
abomination#3831,447051406281801739,,Low-level spam.,2019-03-29,
XxBlue_SinxX,414907561666674698,,Roleplaying in newhome even when asked to stop,2019-03-29,
Snipes88,153658775637590016,,suicide joke,2019-03-30,
MikeySkeleBone,432214227680231445,,shilling in dms,2019-03-30,
MysteriousMal,481560147442008074,,Advertising Honey adware,2019-03-30,
tashhhh,157932688051798016,,Sideboob in art-share,2019-03-31,
Denchick,271156716543016960,,cropped porn in trashcan,2019-03-31,
sansfan69,210520118109667328,,NSFW statements in #home,2019-04-01,
Atlas,74768773940256768,,he *still* is atlas >:(,2019-04-01,
SpokenHurdle67#1802,456208542916018202,,Posting a gorey meme in <#324642291044057099>.,2019-04-02,
ZaP__bOy,380253422013775873,,school shooter joke,2019-04-02,
Milky JeremyJenki,342936047665152010,,deciding that posting a suggestive pic they got punished for in another server was a good idea,2019-04-03,
Haxmatix,332952428301254656,,posting a nsfw meme with cropped porn,2019-04-03,
comegamewithmegaming,539203913094791188,,Shilling in newhome,2019-04-03,
(f's with overbuffed gunther)#1572,186274377459826689,,"Incessantly and constantly rude to fellow users, permanent for repeat and persistent offense.",2019-04-04,Permanent. ∞
(f's with overbuffed gunther)#1572,186274377459826689,,"Being flippant in regards to punishment for their actions, not changing disruptive behaviour despite repeated warnings.",2019-04-04,
zaphodsheads#4839,199935397143248898,,"Shitposting outside of trashcan, spoiler tag abuse.",2019-04-04,
zaphodsheads#4839,199935397143248898,,Rules lawyering.,2019-04-04,
! Xyazitalecyulos Vaesraqtervban,562439337262710786,,"Reposted NSFW meme twice. Once to make it even worse, once in <#120331891185287171> for some stupid reason",2019-04-04,
! Xyazitalecyulos Vaesraqtervban,562439337262710786,,Repeated derailling and vapidposting.,2019-04-04,
Funion#4898,529769776395059241,,Using NSFW emoji.,2019-04-05,
Funion#4898,529769776395059241,,Rule 5 violation when requested to post a potential rule-violating custom emoji.,2019-04-05,
xXm00n b34nXx,551492530445746179,,"racial slur, lots of screaming and crying in trashcan",2019-04-05,
Minecraft Dirt Block#0659,157535668799668225,,Being rude and flippant when requested by a user to delete a holocaust-trivializing meme.,2019-04-05,
roger daltrey eate been,272906208694763535,,laser girl meme,2019-04-05,
Ralsie-asriel dreamur,551480068212260885,,"constant derail after being told to stop, threatened to report a user who did not break any rules",2019-04-06,
sans_griffin,563943526598049834,,shitposting repeatedly outside of trashcan,2019-04-06,
Sasuke,511267221582905364,,Replied with 'oh fuck you' when told to put shitposts in trashcan,2019-04-07,
⎛⎝Ｅｚｅｋｉｅｌ_Ｂｌｕｆｕｒ⎠⎞,266446022564118529,,"Repeatedly attempting to generate drama out of nothing, derailling.",2019-04-07,
Ender Duck#2104,329633250781822987,,Spamming server invites.,2019-04-08,
EpiQ#0121,335659349513076737,,Posted a video depicting a minecraft recreation of a recent mass shooting.,2019-04-09,
echo,402936414611701770,,"Posting frisk text art in two channels, silent in jug",2019-04-10,
Grand Champion,553383655809089536,,Randomly pinging someone and then deleting the pings because 'now u have no proof',2019-04-10,
Grand Champion,553383655809089536,,"Attempting to insult an admin in jug, proving they have learned nothing.",2019-04-10,
TheEliteGojira,490245162023518209,,"Advocating for piracy in trashcan, tried to play me for a fool in jug by pretending they hadn't.",2019-04-13,
Michael McFly#7963,367451228428435457,,Posting a server invite.,2019-04-13,
iT.V CHAN!,428252092986032140,,"Excessive, repetitive memery about a specific topic, bordering on spam.",2019-04-14,
Grand Champion,553383655809089536,,"Rolebanned for a copypasta in trashcan, posted the copypasta again in roleban",2019-04-14,
salt#6609,188520136867577856,,Rule 2 violation.,2019-04-14,
TGC,230206592287637504,,Boasting about theft on royaltapes.,2019-04-15,
LagAspect,544556502573121554,,"Spam in trashcan, had the audacity to continue in jug",2019-04-16,
crackercopter,480971919739584523,,Spam of emojis in trashcan after being tossed and informally warned by Korza for it previously.,2019-04-16,permanent ∞
Werewolfiewoo#3140,467420170982260746,,Repeatedly posting unsourced art.,2019-04-17,
Werewolfiewoo‎#3140,467420170982260746,,Rude and intransigent to other members over failing to source art.,2019-04-17,
angry pete,272906208694763535,,NSFW posts in trashcan,2019-04-17,
Evil Bandicoot,272103823340732417,,"uncooperative with staff in jug, roleplaying",2019-04-17,
catfan473,504116413527490581,,Shitposts in art-share,2019-04-20,
Lumi,212656459643748352,,suicide memes in trashcan,2019-04-21,
Lizard²#2608,562521415983693845,,Massive amounts of image spam in trashcan.,2019-04-21,
Hubert Moszkarella,372148345894076416,,Derailling in newhome after being told to stop twice by a moderator.,2019-04-21,
Lumi,212656459643748352,,Attacking users in newhome over their interests using rather nasty terms.,2019-04-21,
flawi,411959180069568526,,spam,2019-04-22,
Fearless rasberry(kriptking),411286557857677314,,shilling,2019-04-23,
Xini,460874751355912213,,posting random lewd emotes,2019-04-25,
ZaP__bOy,380253422013775873,,Spoiled Endgame for another user,2019-04-25,
x LamsTrash x,496471640079728640,,Sent some sort of cropped nsfw shipping,2019-04-26,
IHATEXBOX,566988728870895617,,"Toxic behavior, spamming adidas",2019-04-26,
NITRIS,251276009641345035,,emote spam,2019-04-27,
Sans Gaming,571384357198233600,,shill in dms,2019-04-29,
RoboticFazbear,570399359489933312,,Insulting users in newhome when asking for advice for his 'game'.,2019-05-01,
NoNoNewNew#3757,469315840303562762,,Spam in trashcan.,2019-05-04,
NoNoNewNew#3757,469315840303562762,,Exceedingly rude for no reason.,2019-05-04,
undertalesansbutgay#2660,574007925157265409,,Reposting someone else's art as their own.,2019-05-04,
Peter griffin,574253708011896832,,spam in trashcan,2019-05-04,
PapyrusNyeh,573993836456574992,,shilling,2019-05-04,
cancer#5153,273249121647722497,,Posting a NSFW meme in trashcan.,2019-05-06,
Manly Man,554149777785487381,,Shitposting in newhome after being told to stop,2019-05-10,
ImYourAverageMemer#1185,279354939052916736,,"Off-topic shitposting, attempted derailing, snowcloning.",2019-05-12,
RandomGuy________,201792306393776128,,copypasta in newhome,2019-05-15,
GASTER9,351547056353181700,,Disruptive behaviour in newhome after being told to stop by staff,2019-05-15,
kOzzy.IsA.NonBinary.Chicken.Bork,510835018210476057,,Posting some weird nsfw stuff about their cat,2019-05-15,
axolotl,578033177273303066,,shilling,2019-05-16,
Gnawms,604369919949406238,,"Posting disturbing imagery in <#572582137900040192>, among others.",2019-05-16,∞
16-bit.exe,418515236480483338,,Shitposting outside of <#324642291044057099> right after being tossed for doing that.,2019-05-19,
Toby Fox,449602646030942208,,Impersonated the developer of Undertale,2019-05-20,
Doc Dungeon,571699012860903465,,shilling in my dms,2019-05-21,
[FKS] scyph,417170788358029312,,"shilling in art-share, unresponsive in jug",2019-05-21,
Ichiya The Gentleman,243160810656890880,,thirty-thousand by one  pixel tall posts in trashcan,2019-05-21,
ブロブ[Blob],193789388034015232,,Repeating the thirty-thousand by one  pixel tall posts in trashcan,2019-05-21,
Not a Trap,544633593574588449,,copypasta in newhome,2019-05-22,
FacelessX3,468747009621491723,,Large ascii art outside of trashcan,2019-05-22,
MechanicPluto24,320974635925504000,,Making suicidal comments,2019-05-22,
Galeem,357998715765653514,,"the literally 15,000-screen high embed in <#324642291044057099>",2019-05-22,
Gaster,581185501093036049,,Emoji spam after being asked on multiple occasions to stop.,2019-05-23,
wisrobe06,568624584727855119,,server invite in newhome,2019-05-23,
And u guys didn't notice me,565492326408126465,,shilling in DMs,2019-05-24,
franku,271348115171180554,,Derailment with memes in newhome,2019-05-25,
GASTER9,351547056353181700,,Posting a lewd emoji image,2019-05-29,
Gaster2004,351547056353181700,,Repeated Spam in the general channels after mod intervention.,2019-05-29,
Nintendo Witch ™,335713806288158720,,Posted an image of a dead 3-year old in trashcan.,2019-05-30,
sleepdeprivation181#3421,429330059522867210,,Deliberately and knowingly posting fetish material.,2019-05-30,
Tiger [looking for art requests]#0007,157485433222201345,,Complicit in posting of fetish content.,2019-05-30,
ImYourAverageMemer#1185,279354939052916736,,Complicit in posting of fetish content.,2019-05-30,
crackercopter#1234,480971919739584523,,Complicit in posting of fetish content.,2019-05-30,
Snas,555490545082826762,,sending me (atlas) dm ads,2019-05-31,
TGC#7377,230206592287637504,,Knowingly and actively posting lewd content in the adult discussion channel specifically to push the boundaries.,2019-05-31,
SP00KY,335564150883221504,,Posted a NSFW video,2019-06-01,
Flafy,143031299152674816,,Repeatedly and deliberately triggering Delete Police.,2019-06-02,
Henry,122739797646245899,,Triggering delete police several times after being told not to several times,2019-06-02,
torigore,533033697138704384,,Snowcloning in <#120331891185287171>,2019-06-03,
LUD_llux...,581233467975794688,,Got tossed for posting nothing but emojis in general chat. Immediately went back and did it again.,2019-06-03,
Scarlet,353656370127568897,,NSFW posts in <#324642291044057099>,2019-06-08,
The Son Of Lucifer (Satan),523264751418212360,,"roleplaying, insisting he's the devil",2019-06-09,
H20voice,527865347471048704,,shill in newhome,2019-06-13,
Bobbie Hates Slazo,432618587803484194,,Image spam,2019-06-14,
wassupITSnol,401806385102192640,,copypasta in home,2019-06-14,
TGC#7377,230206592287637504,,"rule 1g, 5, 6 violations and in general being a fucking dick.",2019-06-14,
Ichiya The Gentleman#6074,243160810656890880,,Posting a video with NSFW audio.,2019-06-16,
temmeh,446423976949055491,,server invite in newhome,2019-06-18,
Username_Human,575154452684603472,,"Using spoiler tags and being warned not to use them twice in one day, including using them to be a smartass when told not to vapidpost by a moderator.",2019-06-19,
unlucky_alex,586036188029255681,,shilling,2019-06-19,
-_- The-_Best-_demon....,567043934933614615,,posted contextless images outside of trashcan,2019-06-20,
SANS GRIFFINTALE,339216822916349952,,copypasta,2019-06-21,
Ralsei,395638609774116875,,cropped porn in trashcan,2019-06-23,
Dr.Gaster#7794,351813219175890945,,"Got tossed for posting NSFW text. Proceeded to post fake NSFW text in spoilers after getting untossed, breaking both the rule against abusing spoilers AND the rule against posting NSFW stuff, AND breaking rules 5 and 6 in the same breath.",2019-06-23,
Dr.Gaster,351813219175890945,,"Continuing to shit on a rule after moderator decision, rule 5 violation. Rule 6 violation as well.
",2019-06-23,
Sheix_YT,587682837474312202,,shill in newhome,2019-06-24,
Corndog Dude,218869201379655682,,posting fetish art in trashcan,2019-06-25,
4D_PIXEL,544151745153204239,,abusing quick delete reposting,2019-06-25,
4D_PIXEL,544151745153204239,,using @ here in jug and claiming to have read flowerbed,2019-06-25,
Rarely,356738134165159937,,Spamming a no-hit Undyne video,2019-06-25,
Peanut,400005526567649301,,continuing to quick delete after being told to not to,2019-06-30,
Ryän,212317073446141953,,nsfw gif,2019-07-01,
Zelyr (3 days),595320180117209157,,shilling,2019-07-01,
Jlinkous,555581026194292736,,Significant image spam in Trashcan,2019-07-03,
LosDuckos,587075384785502228,,shill in dms,2019-07-03,
Septisss,466064290021900298,,baiting in newhome,2019-07-04,
IT Ryan#0138,479731927167926272,,DMing a random user earrape for no reason.,2019-07-04,
sans undertale,596059740958883871,,spamming dots,2019-07-05,
playhrd0007,378935474133401601,,giant spam skeleton,2019-07-06,
Jlinkous,555581026194292736,,cropped yiff collage,2019-07-06,
Dinocool123,567086885688573967,,giant ascii sans head,2019-07-07,
gamer talk,597332252984082443,,shill't,2019-07-07,
🇬🇪Georgian Beast🇬🇪,464364307052757002,,Drama in newhome,2019-07-09,
senpai,593036227230564363,,Spamming ksink bot usage in <#324642291044057099> after being informally warned not to.,2019-07-10,
Shockwave lover,592113216969244675,,Server shill,2019-07-10,
Cad Candy,593594064767549461,,dont accept this friend request!!' copypasta,2019-07-11,
Tomas,594930413944700942,,Sending random people friend requests,2019-07-12,
~toy mangle the broken fox~,464901721496354839,,"trolling, purposefully mistaking the server for the fnaf server",2019-07-13,
ｇｅｍｉｎｉ ｍａｎ,567225303278288896,,"Mic spam, and when permitted to speak again spammed disconnects and reconnects",2019-07-14,permanent ∞
Asriel Dreemur,526207829296545793,,nsfw asriel daki in a hotel room,2019-07-14,
69_i_luv_keanu_reeves_uwu,560611150287470602,,emoji spam,2019-07-17,
TheAdorableHatKid,305732386170339329,,Yelling at people in newhome,2019-07-18,
sans,449939327703842816,,posting the same video in several channels,2019-07-18,
~mordecai~,536771906137882624,,Everyone ping on join,2019-07-20,
sans,527245491075809280,,"rping in newhome, telling another using 'you want die' when told to stop",2019-07-21,
! Bloody△ Neck11 {Daily_Spriter},443969274009092097,,Causing drama about being banned from another server,2019-07-21,
sumukh,315091606594387970,,Anti-transgender jokes in Newhome.,2019-07-22,
Rakugoٴ,588447398054068226,,hitler pfp,2019-07-22,
Sea,574234412741296166,,sending dm ads,2019-07-22,
ѕαиѕ,489465578625433601,,Emoji spam,2019-07-24,
Kat~draws,570056002716827648,,"Inviting raiders to the server, had no intent to raid so they are warned",2019-07-26,
Mike Oxsmall,301993986988441601,,harassing another user with flirts,2019-07-26,
Fragile ❄,313683643476344832,,"emoji spam, deliberate circumvention of roleban system",2019-07-27,
nagika.,433197132351012876,,"Joined to post inane nonsense, derail, image spam, single-character spam",2019-07-28,
NotAFurry.jpeg,432195578852671488,,"Fighting with other users, perpetuating NSFW discussion (repeated ""ralsei vore comic"" five times)",2019-07-29,
Swordsmen,225281398531948544,,Tried to start a creeper chain,2019-07-29,
MyGuyTillIDie,412472741363580928,,"Spam in the roleplay server, asking for bans",2019-07-30,
Quiet X Flare,537398248202043422,,"Spam in the roleplay server, asking for bans.",2019-07-30,
Bobbie CreeperChainBoycott2019,432618587803484194,,Repeated minimodding after being told to stop by staff,2019-07-30,
Dis_Light,228227762874220546,,revenge lyrics chain,2019-07-30,
